time,node-arduino:device_tsen_temp_000,
4125.3,72.7799988,
4125.3,72.7799988,
4125.3,72.7799988,
4125.3,72.7799988,
4125.3,72.7799988,
4125.3,72.7799988,
4126.3,72.7799988,
4126.3,72.7799988,
4126.3,72.7799988,
4126.3,72.7799988,
4126.3,72.7799988,
4126.3,72.7799988,
4127.3,72.7799988,
4127.3,72.7799988,
4127.3,72.7799988,
4127.3,72.7799988,
4127.3,72.7799988,
4127.3,72.7799988,
4128.3,73.0699997,
4128.3,73.0699997,
4128.3,73.0699997,
4128.3,73.0699997,
4128.3,73.0699997,
4128.3,73.0699997,
4129.3,73.0699997,
4129.3,73.0699997,
4129.3,73.0699997,
4129.3,73.0699997,
4129.3,73.0699997,
4129.3,73.0699997,
4130.3,72.7799988,
4130.3,72.7799988,
4130.3,72.7799988,
4130.3,72.7799988,
4130.3,72.7799988,
4130.3,72.7799988,
4131.3,72.7799988,
4131.3,72.7799988,
4131.3,72.7799988,
4131.3,72.7799988,
4131.3,72.7799988,
4131.3,72.7799988,
4132.3,72.7799988,
4132.3,72.7799988,
4132.3,72.7799988,
4132.3,72.7799988,
4132.3,72.7799988,
4132.3,72.7799988,
4133.3,72.6299973,
4133.3,72.6299973,
4133.3,72.6299973,
4133.3,72.6299973,
4133.3,72.6299973,
4133.3,72.6299973,
4134.3,73.0699997,
4134.3,73.0699997,
4134.3,73.0699997,
4134.3,73.0699997,
4134.3,73.0699997,
4134.3,73.0699997,
4135.3,72.9199982,
4135.3,72.9199982,
4135.3,72.9199982,
4135.3,72.9199982,
4135.3,72.9199982,
4135.3,72.9199982,
4136.3,72.0500031,
4136.3,72.0500031,
4136.3,72.0500031,
4136.3,72.0500031,
4136.3,72.0500031,
4136.3,72.0500031,
4137.3,72.6299973,
4137.3,72.6299973,
4137.3,72.6299973,
4137.3,72.6299973,
4137.3,72.6299973,
4137.3,72.6299973,
4138.3,73.0699997,
4138.3,73.0699997,
4138.3,73.0699997,
4138.3,73.0699997,
4138.3,73.0699997,
4138.3,73.0699997,
4139.3,72.9199982,
4139.3,72.9199982,
4139.3,72.9199982,
4139.3,72.9199982,
4139.3,72.9199982,
4139.3,72.9199982,
4140.3,72.9199982,
4140.3,72.9199982,
4140.3,72.9199982,
4140.3,72.9199982,
4140.3,72.9199982,
4140.3,72.9199982,
4141.3,72.7799988,
4141.3,72.7799988,
4141.3,72.7799988,
4141.3,72.7799988,
4141.3,72.7799988,
4141.3,72.7799988,
4142.3,72.7799988,
4142.3,72.7799988,
4142.3,72.7799988,
4142.3,72.7799988,
4142.3,72.7799988,
4142.3,72.7799988,
4143.3,73.0699997,
4143.3,73.0699997,
4143.3,73.0699997,
4143.3,73.0699997,
4143.3,73.0699997,
4143.3,73.0699997,
4144.3,72.9199982,
4144.3,72.9199982,
4144.3,72.9199982,
4144.3,72.9199982,
4144.3,72.9199982,
4144.3,72.9199982,
4145.3,72.9199982,
4145.3,72.9199982,
4145.3,72.9199982,
4145.3,72.9199982,
4145.3,72.9199982,
4145.3,72.9199982,
4146.3,72.7799988,
4146.3,72.7799988,
4146.3,72.7799988,
4146.3,72.7799988,
4146.3,72.7799988,
4146.3,72.7799988,
4147.3,73.3600006,
4147.3,73.3600006,
4147.3,73.3600006,
4147.3,73.3600006,
4147.3,73.3600006,
4147.3,73.3600006,
4148.3,73.2099991,
4148.3,73.2099991,
4148.3,73.2099991,
4148.3,73.2099991,
4148.3,73.2099991,
4148.3,73.2099991,
4149.3,72.7799988,
4149.3,72.7799988,
4149.3,72.7799988,
4149.3,72.7799988,
4149.3,72.7799988,
4149.3,72.7799988,
4150.3,72.7799988,
4150.3,72.7799988,
4150.3,72.7799988,
4150.3,72.7799988,
4150.3,72.7799988,
4150.3,72.7799988,
4151.3,72.4899979,
4151.3,72.4899979,
4151.3,72.4899979,
4151.3,72.4899979,
4151.3,72.4899979,
4151.3,72.4899979,
4152.3,72.4899979,
4152.3,72.4899979,
4152.3,72.4899979,
4152.3,72.7799988,
4152.3,72.7799988,
4152.3,72.7799988,
4153.3,72.7799988,
4153.3,72.7799988,
4153.3,72.7799988,
4153.3,72.7799988,
4153.3,72.7799988,
4153.3,72.7799988,
4154.3,72.7799988,
4154.3,72.7799988,
4154.3,72.7799988,
4154.3,72.7799988,
4154.3,72.7799988,
4154.3,72.7799988,
4155.3,72.7799988,
4155.3,72.7799988,
4155.3,72.7799988,
4155.3,72.7799988,
4155.3,72.7799988,
4155.3,72.7799988,
4156.3,72.7799988,
4156.3,72.7799988,
4156.3,72.7799988,
4156.3,72.7799988,
4156.3,72.7799988,
4156.3,72.7799988,
4157.3,72.9199982,
4157.3,72.9199982,
4157.3,72.9199982,
4157.3,72.9199982,
4157.3,72.9199982,
4157.3,72.9199982,
4158.3,73.5115967,
4158.3,73.5115967,
4158.3,73.5115967,
4158.3,73.5115967,
4158.3,73.5115967,
4158.3,73.5115967,
4159.3,73.4000015,
4159.3,73.4000015,
4159.3,73.4000015,
4159.3,73.4000015,
4159.3,73.4000015,
4159.3,73.4000015,
4160.3,73.4000015,
4160.3,73.4000015,
4160.3,73.4000015,
4160.3,73.4000015,
4160.3,73.4000015,
4160.3,73.4000015,
4161.3,73.4000015,
4161.3,73.4000015,
4161.3,73.4000015,
4161.3,73.4000015,
4161.3,73.4000015,
4161.3,73.4000015,
4162.3,73.4000015,
4162.3,73.4000015,
4162.3,73.4000015,
4162.3,73.4000015,
4162.3,73.4000015,
4162.3,73.4000015,
4163.3,73.4000015,
4163.3,73.4000015,
4163.3,73.4000015,
4163.3,73.4000015,
4163.3,73.4000015,
4163.3,73.4000015,
4164.3,73.4000015,
4164.3,73.4000015,
4164.3,73.4000015,
4164.3,73.4000015,
4164.3,73.4000015,
4164.3,73.4000015,
4165.3,73.5115967,
4165.3,73.5115967,
4165.3,73.5115967,
4165.3,73.5115967,
4165.3,73.5115967,
4165.3,73.5115967,
4166.3,73.5115967,
4166.3,73.5115967,
4166.3,73.5115967,
4166.3,73.5115967,
4166.3,73.5115967,
4166.3,73.5115967,
4167.3,73.5115967,
4167.3,73.5115967,
4167.3,73.5115967,
4167.3,73.5115967,
4167.3,73.5115967,
4167.3,73.5115967,
4168.3,73.5115967,
4168.3,73.5115967,
4168.3,73.5115967,
4168.3,73.5115967,
4168.3,73.5115967,
4168.3,73.5115967,
4169.3,73.4000015,
4169.3,73.4000015,
4169.3,73.4000015,
4169.3,73.4000015,
4169.3,73.4000015,
4169.3,73.4000015,
4170.3,73.4000015,
4170.3,73.4000015,
4170.3,73.4000015,
4170.3,73.4000015,
4170.3,73.4000015,
4170.3,73.4000015,
4171.3,73.4000015,
4171.3,73.4000015,
4171.3,73.4000015,
4171.3,73.4000015,
4171.3,73.4000015,
4171.3,73.4000015,
4172.3,73.4000015,
4172.3,73.4000015,
4172.3,73.4000015,
4172.3,73.4000015,
4172.3,73.4000015,
4172.3,73.4000015,
4173.3,73.4000015,
4173.3,73.4000015,
4173.3,73.4000015,
4173.3,73.4000015,
4173.3,73.4000015,
4173.3,73.4000015,
4174.3,73.4000015,
4174.3,73.4000015,
4174.3,73.4000015,
4174.3,73.4000015,
4174.3,73.4000015,
4174.3,73.4000015,
4175.3,73.4000015,
4175.3,73.4000015,
4175.3,73.4000015,
4175.3,73.4000015,
4175.3,73.4000015,
4175.3,73.4000015,
4176.3,73.4000015,
4176.3,73.4000015,
4176.3,73.4000015,
4176.3,73.4000015,
4176.3,73.4000015,
4176.3,73.4000015,
4177.3,73.4000015,
4177.3,73.4000015,
4177.3,73.4000015,
4177.3,73.4000015,
4177.3,73.4000015,
4177.3,73.4000015,
4178.3,73.4000015,
4178.3,73.4000015,
4178.3,73.4000015,
4178.3,73.4000015,
4178.3,73.4000015,
4178.3,73.4000015,
4179.3,73.4000015,
4179.3,73.4000015,
4179.3,73.4000015,
4179.3,73.4000015,
4179.3,73.4000015,
4179.3,73.4000015,
4180.3,73.4000015,
4180.3,73.4000015,
4180.3,73.4000015,
4180.3,73.4000015,
4180.3,73.4000015,
4180.3,73.4000015,
4181.3,73.4000015,
4181.3,73.4000015,
4181.3,73.4000015,
4181.3,73.4000015,
4181.3,73.4000015,
4181.3,73.4000015,
4182.3,73.4000015,
4182.3,73.4000015,
4182.3,73.4000015,
4182.3,73.4000015,
4182.3,73.4000015,
4182.3,73.4000015,
4183.3,73.4000015,
4183.3,73.4000015,
4183.3,73.4000015,
4183.3,73.4000015,
4183.3,73.4000015,
4183.3,73.4000015,
4184.3,73.4000015,
4184.3,73.4000015,
4184.3,73.4000015,
4184.3,73.4000015,
4184.3,73.4000015,
4184.3,73.4000015,
4185.3,73.4000015,
4185.3,73.4000015,
4185.3,73.4000015,
4185.3,73.4000015,
4185.3,73.4000015,
4185.3,73.4000015,
4186.3,73.4000015,
4186.3,73.4000015,
4186.3,73.4000015,
4186.3,73.4000015,
4186.3,73.4000015,
4186.3,73.4000015,
4187.3,73.4000015,
4187.3,73.4000015,
4187.3,73.4000015,
4187.3,73.4000015,
4187.3,73.4000015,
4187.3,73.4000015,
4188.3,73.4000015,
4188.3,73.4000015,
4188.3,73.4000015,
4188.3,73.4000015,
4188.3,73.4000015,
4188.3,73.4000015,
4189.3,73.4000015,
4189.3,73.4000015,
4189.3,73.4000015,
4189.3,73.4000015,
4189.3,73.4000015,
4189.3,73.4000015,
4190.3,73.4000015,
4190.3,73.4000015,
4190.3,73.4000015,
4190.3,73.4000015,
4190.3,73.4000015,
4190.3,73.4000015,
4191.3,73.4000015,
4191.3,73.4000015,
4191.3,73.4000015,
4191.3,73.4000015,
4191.3,73.4000015,
4191.3,73.4000015,
4192.3,73.4000015,
4192.3,73.4000015,
4192.3,73.4000015,
4192.3,73.4000015,
4192.3,73.4000015,
4192.3,73.4000015,
4193.3,73.4000015,
4193.3,73.4000015,
4193.3,73.4000015,
4193.3,73.4000015,
4193.3,73.4000015,
4193.3,73.4000015,
4194.3,73.4000015,
4194.3,73.4000015,
4194.3,73.4000015,
4194.3,73.4000015,
4194.3,73.4000015,
4194.3,73.4000015,
4195.3,73.4000015,
4195.3,73.4000015,
4195.3,73.4000015,
4195.3,73.4000015,
4195.3,73.4000015,
4195.3,73.4000015,
4196.3,73.4000015,
4196.3,73.4000015,
4196.3,73.4000015,
4196.3,73.4000015,
4196.3,73.4000015,
4196.3,73.4000015,
4197.3,73.4000015,
4197.3,73.4000015,
4197.3,73.4000015,
4197.3,73.4000015,
4197.3,73.4000015,
4197.3,73.4000015,
4198.3,73.4000015,
4198.3,73.4000015,
4198.3,73.4000015,
4198.3,73.4000015,
4198.3,73.4000015,
4198.3,73.4000015,
4199.3,72.4899979,
4199.3,72.4899979,
4199.3,72.4899979,
4199.3,72.4899979,
4199.3,72.4899979,
4199.3,72.4899979,
4200.3,72.4899979,
4200.3,72.4899979,
4200.3,72.4899979,
4200.3,72.4899979,
4200.3,72.4899979,
4200.3,72.4899979,
4201.3,72.4899979,
4201.3,72.4899979,
4201.3,72.4899979,
4201.3,72.4899979,
4201.3,72.4899979,
4201.3,72.4899979,
4202.3,72.4899979,
4202.3,72.4899979,
4202.3,72.4899979,
4202.3,72.4899979,
4202.3,72.4899979,
4202.3,72.4899979,
4203.3,72.4899979,
4203.3,72.4899979,
4203.3,72.4899979,
4203.3,72.4899979,
4203.3,72.4899979,
4203.3,72.4899979,
4204.3,72.4899979,
4204.3,72.4899979,
4204.3,72.4899979,
4204.3,72.4899979,
4204.3,72.4899979,
4204.3,72.4899979,
4205.3,72.4899979,
4205.3,72.4899979,
4205.3,72.4899979,
4205.3,72.4899979,
4205.3,72.4899979,
4205.3,72.4899979,
4206.3,72.4899979,
4206.3,72.4899979,
4206.3,72.4899979,
4206.3,72.4899979,
4206.3,72.4899979,
4206.3,72.4899979,
4207.3,72.4899979,
4207.3,72.4899979,
4207.3,72.4899979,
4207.3,72.4899979,
4207.3,72.4899979,
4207.3,72.4899979,
4208.3,72.4899979,
4208.3,72.4899979,
4208.3,72.4899979,
4208.3,72.4899979,
4208.3,72.4899979,
4208.3,72.4899979,
4209.3,72.4899979,
4209.3,72.4899979,
4209.3,72.4899979,
4209.3,72.4899979,
4209.3,72.4899979,
4209.3,72.4899979,
4210.3,72.4899979,
4210.3,72.4899979,
4210.3,72.4899979,
4210.3,72.4899979,
4210.3,72.4899979,
4210.3,72.4899979,
4211.3,72.4899979,
4211.3,72.4899979,
4211.3,72.4899979,
4211.3,72.4899979,
4211.3,72.4899979,
4211.3,72.4899979,
4212.3,72.4899979,
4212.3,72.4899979,
